epoch,lr,loss,acc,val_loss,val_acc
0.0,0.0001,0.6856534123420716,51.0,0.6721257090568542,64.0
1.0,0.0001,0.5671147227287292,70.0,0.6658570885658264,64.0
2.0,0.0001,0.5233131885528565,72.5,0.6516379117965698,66.0
3.0,0.0001,0.48489528298377993,78.0,0.5969551205635071,77.0
4.0,0.0001,0.4533000260591507,81.0,0.5299123406410218,77.0
5.0,0.0001,0.4394570291042328,79.5,0.4846237897872925,77.0
6.0,0.0001,0.4018813818693161,82.5,0.45727681517601015,78.0
7.0,0.0001,0.3814981311559677,84.0,0.4425200164318085,77.0
8.0,0.0001,0.35948849022388457,83.5,0.42648576498031615,79.0
9.0,0.0001,0.3373585194349289,84.0,0.40204228162765504,79.0
10.0,0.0001,0.3054326742887497,90.0,0.38549221158027647,81.0
11.0,0.0001,0.299118871986866,90.0,0.37031462490558625,81.0
12.0,0.0001,0.29442633539438245,86.0,0.367458438873291,82.0
13.0,0.0001,0.24785023629665376,92.0,0.36799169778823854,81.0
14.0,0.0001,0.23420264273881913,91.5,0.34847347140312196,83.0
15.0,0.0001,0.23048265278339386,92.5,0.3497551381587982,82.0
16.0,0.0001,0.19827128052711487,94.0,0.33334386348724365,84.0
17.0,0.0001,0.20600654184818268,93.0,0.3410461634397507,84.0
18.0,0.0001,0.19374047443270684,94.0,0.3241933286190033,85.0
19.0,0.0001,0.16910401359200478,96.0,0.3434094488620758,84.0
20.0,0.0001,0.17518489733338355,95.0,0.3143777668476105,85.0
21.0,0.0001,0.1579055018723011,95.5,0.329926598072052,85.0
22.0,0.0001,0.17215411812067033,94.5,0.336686909198761,85.0
23.0,0.0001,0.18288708105683327,95.5,0.3022203207015991,86.0
24.0,0.0001,0.13583908900618552,98.5,0.3134945571422577,85.0
25.0,0.0001,0.12721986472606658,97.5,0.32592195868492124,87.0
26.0,0.0001,0.12130852937698364,97.5,0.3111968159675598,86.0
27.0,0.0001,0.12607089057564735,98.5,0.3001832038164139,85.0
28.0,0.0001,0.11445126980543137,98.0,0.3070947706699371,87.0
29.0,0.0001,0.10531527251005172,99.5,0.32814032435417173,86.0
30.0,0.0001,0.11393231339752674,97.5,0.304227340221405,84.0
31.0,0.0001,0.08800877891480922,99.5,0.3115185767412186,87.0
32.0,0.0001,0.08949039839208126,99.5,0.30746872127056124,85.0
33.0,0.0001,0.08858967572450638,99.5,0.2986042648553848,86.0
34.0,0.0001,0.07115481346845627,100.0,0.2910167217254639,86.0
35.0,0.0001,0.07643313035368919,100.0,0.299666628241539,88.0
36.0,0.0001,0.07833206802606582,99.5,0.30654690563678744,87.0
37.0,0.0001,0.06994321197271347,99.0,0.28781600296497345,89.0
38.0,0.0001,0.052991580590605734,100.0,0.3226646721363068,86.0
39.0,0.0001,0.059140226989984515,100.0,0.3059030920267105,88.0
40.0,0.0001,0.06088951230049133,100.0,0.3000012069940567,87.0
41.0,0.0001,0.058035919442772865,100.0,0.2929028391838074,88.0
42.0,0.0001,0.05138643495738506,100.0,0.30129607319831847,88.0
43.0,0.0001,0.054323750734329226,100.0,0.2977751910686493,88.0
44.0,0.0001,0.046225013025105,100.0,0.2982868254184723,87.0
45.0,0.0001,0.04655400924384594,100.0,0.29042558670043944,88.0
46.0,0.0001,0.03799927588552236,100.0,0.2933760404586792,88.0
47.0,0.0001,0.04963195249438286,99.5,0.31736175417900087,88.0
48.0,0.0001,0.039385521039366725,100.0,0.3136449664831161,88.0
49.0,0.0001,0.039635338075459006,100.0,0.32836446166038513,86.0
50.0,0.0001,0.04810734260827303,99.5,0.30608756840229034,89.0
51.0,0.0001,0.055672362074255945,100.0,0.326676607131958,88.0
52.0,0.0001,0.03645566999912262,100.0,0.3150275439023972,87.0
53.0,0.0001,0.042519109323620796,100.0,0.2876572281122208,89.0
54.0,0.0001,0.04061538465321064,99.5,0.3337729752063751,87.0
55.0,0.0001,0.029450371488928796,100.0,0.3277110308408737,90.0
56.0,0.0001,0.02831734959036112,100.0,0.3289795219898224,89.0
57.0,0.0001,0.03678760323673487,99.5,0.2841596961021423,90.0
58.0,0.0001,0.03296778071671724,100.0,0.32381736636161806,89.0
59.0,0.0001,0.03330750856548548,100.0,0.3030730366706848,87.0
60.0,0.0001,0.029021318070590496,100.0,0.31015138030052186,90.0
61.0,0.0001,0.025324669573456048,100.0,0.2956322804093361,88.0
62.0,0.0001,0.02611727872863412,100.0,0.3114101231098175,88.0
63.0,0.0001,0.019686156883835793,100.0,0.3211315363645554,87.0
64.0,0.0001,0.020069461595267058,100.0,0.3160266995429993,90.0
65.0,0.0001,0.02373226871713996,100.0,0.31520972549915316,88.0
66.0,0.0001,0.02174684973433614,100.0,0.3203961431980133,88.0
67.0,0.0001,0.023326995596289635,100.0,0.2996008634567261,89.0
68.0,0.0001,0.024796766694635153,100.0,0.3062109172344208,89.0
69.0,0.0001,0.01748753562569618,100.0,0.31655415445566176,87.0
70.0,0.0001,0.018019395507872106,100.0,0.3009197935461998,91.0
71.0,0.0001,0.016543127968907355,100.0,0.31151383370161057,87.0
72.0,5e-05,0.02244224613532424,100.0,0.3061588525772095,90.0
73.0,5e-05,0.018670964427292346,100.0,0.30462705045938493,89.0
74.0,5e-05,0.018002673145383598,100.0,0.31577942967414857,88.0
75.0,5e-05,0.02290788311511278,100.0,0.30689777582883837,88.0
76.0,5e-05,0.014296917989850045,100.0,0.3184359148144722,88.0
77.0,5e-05,0.01735264421440661,100.0,0.3234386682510376,89.0
78.0,5e-05,0.016473432071506977,100.0,0.3123025357723236,89.0
79.0,5e-05,0.015862606652081012,100.0,0.31053328812122344,89.0
80.0,5e-05,0.014731135312467813,100.0,0.31807412058115003,90.0
81.0,5e-05,0.015494305081665516,100.0,0.31397591829299926,89.0
82.0,5e-05,0.01295885294675827,100.0,0.3336494892835617,89.0
83.0,5e-05,0.0205231387168169,100.0,0.30242376029491425,89.0
84.0,5e-05,0.013997995108366013,100.0,0.31313458681106565,89.0
85.0,5e-05,0.013961396366357803,100.0,0.3199229955673218,89.0
86.0,2.5e-05,0.012489799363538622,100.0,0.30695386081933973,90.0
87.0,2.5e-05,0.015135291963815689,100.0,0.31711667627096174,90.0
88.0,2.5e-05,0.014849485596641898,100.0,0.3180153101682663,88.0
89.0,2.5e-05,0.016356329061090948,100.0,0.3078370660543442,89.0
90.0,2.5e-05,0.013430366199463606,100.0,0.3088894635438919,90.0
91.0,2.5e-05,0.012913739029318094,100.0,0.3089167237281799,90.0
92.0,2.5e-05,0.012797282682731748,100.0,0.313524167239666,89.0
93.0,2.5e-05,0.012400556821376085,100.0,0.31504281163215636,89.0
94.0,2.5e-05,0.013267036573961378,100.0,0.3101427584886551,90.0
95.0,2.5e-05,0.011211953964084387,100.0,0.30739663243293763,90.0
96.0,2.5e-05,0.028111831564456225,100.0,0.31323247253894804,91.0
97.0,2.5e-05,0.018722272571176292,100.0,0.317272686958313,90.0
98.0,2.5e-05,0.012642094679176808,100.0,0.30705120116472245,90.0
99.0,2.5e-05,0.01091594654135406,100.0,0.3084346979856491,88.0
100.0,2.5e-05,0.014467500383034348,100.0,0.30392716228961947,90.0
101.0,2.5e-05,0.009473386593163014,100.0,0.3135832488536835,91.0
102.0,2.5e-05,0.011376564111560582,100.0,0.31385568231344224,90.0
103.0,2.5e-05,0.010881043365225196,100.0,0.3180123507976532,90.0
104.0,1.25e-05,0.011239987518638372,100.0,0.31515416204929353,90.0
105.0,1.25e-05,0.014365810016170145,100.0,0.3134764790534973,90.0
106.0,1.25e-05,0.021796387806534766,100.0,0.3193680703639984,90.0
107.0,1.25e-05,0.018339864630252122,100.0,0.31110274642705915,90.0
108.0,1.25e-05,0.01207067403011024,100.0,0.3058127164840698,90.0
109.0,1.25e-05,0.008752291416749358,100.0,0.30672357976436615,90.0
110.0,1.25e-05,0.013157341163605452,100.0,0.3117643430829048,90.0
111.0,1.25e-05,0.013522450951859355,100.0,0.3169732466340065,89.0
112.0,1.25e-05,0.015463027451187373,100.0,0.309082555770874,90.0
113.0,1.25e-05,0.012166947778314351,100.0,0.31178644597530364,90.0
114.0,1.25e-05,0.009126842953264713,100.0,0.31170886754989624,90.0
115.0,1.25e-05,0.013278979901224374,100.0,0.30940509140491484,90.0
116.0,1.25e-05,0.013831051904708147,100.0,0.31036305874586106,90.0
117.0,1.25e-05,0.00964589575305581,100.0,0.3118649870157242,90.0
118.0,1.25e-05,0.016826981073245408,100.0,0.31699653565883634,88.0
119.0,1.25e-05,0.01019797041080892,100.0,0.3192202985286713,88.0
120.0,1.25e-05,0.018765682261437176,100.0,0.31646511554718015,88.0
121.0,1.25e-05,0.010378025891259312,100.0,0.3165022492408752,89.0
122.0,6.25e-06,0.009915030607953668,100.0,0.3153092250227928,89.0
123.0,6.25e-06,0.010683846240863205,100.0,0.3148161068558693,90.0
124.0,6.25e-06,0.010653196927160024,100.0,0.31511276960372925,90.0
125.0,6.25e-06,0.016799078322947025,100.0,0.31015635579824447,89.0
126.0,6.25e-06,0.008251346042379737,100.0,0.3128017961978912,89.0
127.0,6.25e-06,0.012596826162189245,100.0,0.3167966932058334,90.0
128.0,6.25e-06,0.009853119170293212,100.0,0.31807573437690734,89.0
129.0,6.25e-06,0.011438532825559377,100.0,0.3187842458486557,89.0
130.0,6.25e-06,0.010630825301632285,100.0,0.31527006924152373,90.0
131.0,6.25e-06,0.01506027220748365,100.0,0.31317986696958544,89.0
132.0,6.25e-06,0.008951336424797774,100.0,0.3177521049976349,90.0
133.0,6.25e-06,0.011452285712584854,100.0,0.31293272227048874,90.0
134.0,6.25e-06,0.011536372592672706,100.0,0.31264637112617494,90.0
135.0,6.25e-06,0.011822268087416887,100.0,0.31311291456222534,90.0
136.0,6.25e-06,0.009523324947804213,100.0,0.31397147476673126,90.0
137.0,6.25e-06,0.009835351584479212,100.0,0.31486647129058837,90.0
138.0,6.25e-06,0.01116469302214682,100.0,0.31342981457710267,90.0
139.0,3.125e-06,0.014913205243647098,100.0,0.3152762606739998,90.0
140.0,3.125e-06,0.015191602474078535,100.0,0.3154571622610092,90.0
141.0,3.125e-06,0.030418628826737404,99.5,0.31872150748968125,90.0
142.0,3.125e-06,0.017720548156648874,100.0,0.31107314825057986,91.0
143.0,3.125e-06,0.022700733318924905,100.0,0.31545260548591614,91.0
144.0,3.125e-06,0.012448625033721327,100.0,0.3184611573815346,90.0
145.0,3.125e-06,0.009728014655411243,100.0,0.31541129350662234,89.0
146.0,3.125e-06,0.01069498285651207,100.0,0.31687524914741516,89.0
147.0,3.125e-06,0.01196565239224583,100.0,0.3155270054936409,89.0
148.0,3.125e-06,0.017174673965200782,100.0,0.31684809625148774,90.0
149.0,3.125e-06,0.010194102441892028,100.0,0.3171613126993179,91.0
150.0,3.125e-06,0.01509307106025517,100.0,0.3106401816010475,90.0
151.0,3.125e-06,0.013473926484584809,100.0,0.31170875728130343,90.0
152.0,3.125e-06,0.012629828089848161,100.0,0.31371197253465655,91.0
153.0,3.125e-06,0.009816244523972274,100.0,0.31247139573097227,90.0
154.0,3.125e-06,0.020025984989479183,100.0,0.31147071421146394,90.0
155.0,3.125e-06,0.013754631159827113,100.0,0.3106574922800064,90.0
156.0,1.5625e-06,0.018497340241447092,100.0,0.30733456313610075,89.0
157.0,1.5625e-06,0.010505931219086051,100.0,0.3111270755529404,89.0
158.0,1.5625e-06,0.009407550841569901,100.0,0.31310085505247115,90.0
159.0,1.5625e-06,0.014100313466042281,100.0,0.3167097806930542,91.0
160.0,1.5625e-06,0.013738230755552649,100.0,0.31433937698602676,90.0
161.0,1.5625e-06,0.014266003528609872,100.0,0.31178782433271407,90.0
162.0,1.5625e-06,0.009709464805200695,100.0,0.31336926221847533,90.0
163.0,1.5625e-06,0.01491243545897305,100.0,0.3125843644142151,90.0
164.0,1.5625e-06,0.009950694302096963,100.0,0.31587894856929777,91.0
165.0,7.8125e-07,0.01669364175759256,100.0,0.3200101599097252,90.0
166.0,7.8125e-07,0.011688506323844194,100.0,0.31565681248903277,91.0
167.0,7.8125e-07,0.01125185345299542,100.0,0.3137610122561455,90.0
168.0,7.8125e-07,0.01001570951193571,100.0,0.3149417996406555,91.0
169.0,7.8125e-07,0.010888091381639242,100.0,0.3122758314013481,90.0
170.0,7.8125e-07,0.011822480475530028,100.0,0.31446443051099776,90.0
171.0,7.8125e-07,0.01444002720527351,100.0,0.317794007062912,91.0
172.0,7.8125e-07,0.015645214170217515,100.0,0.3184258669614792,90.0
173.0,7.8125e-07,0.010070285806432367,100.0,0.31599057763814925,91.0
174.0,7.8125e-07,0.016382008977234363,100.0,0.310036389529705,90.0
175.0,3.90625e-07,0.03268805481493473,100.0,0.3177580669522285,91.0
176.0,3.90625e-07,0.013461245456710458,100.0,0.3119407892227173,90.0
177.0,3.90625e-07,0.013872180879116059,100.0,0.31316356658935546,90.0
178.0,3.90625e-07,0.010523361759260297,100.0,0.3129498779773712,90.0
179.0,3.90625e-07,0.010367055609822273,100.0,0.31539252698421477,91.0
180.0,3.90625e-07,0.010286226030439138,100.0,0.3120445221662521,90.0
181.0,3.90625e-07,0.025469287298619747,100.0,0.30960606783628464,90.0
182.0,3.90625e-07,0.013062895508483052,100.0,0.3141043305397034,90.0
183.0,3.90625e-07,0.010474564181640745,100.0,0.31695543229579926,91.0
184.0,1.953125e-07,0.016269057104364038,100.0,0.3135518074035645,90.0
185.0,1.953125e-07,0.009329543635249137,100.0,0.31298127174377444,90.0
186.0,1.953125e-07,0.014818960474804044,100.0,0.3131761997938156,90.0
187.0,1.953125e-07,0.011227312404662371,100.0,0.3121080458164215,90.0
188.0,1.953125e-07,0.012133387941867113,100.0,0.3116007953882217,90.0
189.0,1.953125e-07,0.014073156984522939,100.0,0.3122580051422119,90.0
190.0,1.953125e-07,0.020328423567116262,100.0,0.3143658056855202,90.0
191.0,1.953125e-07,0.009623098140582442,100.0,0.31267008781433103,90.0
192.0,1.953125e-07,0.010050689755007624,100.0,0.3120727390050888,90.0
193.0,9.765625e-08,0.012247155606746673,100.0,0.3139426574110985,90.0
194.0,9.765625e-08,0.008902228530496359,100.0,0.3138307437300682,90.0
195.0,9.765625e-08,0.014219737611711025,100.0,0.3156361848115921,90.0
196.0,9.765625e-08,0.01072642719373107,100.0,0.31300015598535535,90.0
197.0,9.765625e-08,0.008885652758181095,100.0,0.31294300556182864,90.0
198.0,9.765625e-08,0.024324223725125195,100.0,0.3124274849891663,90.0
199.0,9.765625e-08,0.01122916890308261,100.0,0.3125040352344513,90.0
200.0,9.765625e-08,0.013202096289023756,100.0,0.31368887722492217,90.0
201.0,9.765625e-08,0.0113801552914083,100.0,0.31203649193048477,90.0
202.0,4.8828125e-08,0.009210877772420644,100.0,0.3124135181307793,90.0
203.0,4.8828125e-08,0.0110593534540385,100.0,0.3127782180905342,90.0
204.0,4.8828125e-08,0.01256165374070406,100.0,0.311940935254097,90.0
205.0,4.8828125e-08,0.018270271411165596,100.0,0.30902227759361267,89.0
206.0,4.8828125e-08,0.008725292421877385,100.0,0.3110925376415253,90.0
207.0,4.8828125e-08,0.011059365049004555,100.0,0.3116381973028183,90.0
208.0,4.8828125e-08,0.017679701233282684,100.0,0.3158499747514725,90.0
209.0,4.8828125e-08,0.013455616170540452,100.0,0.31347276866436,90.0
210.0,4.8828125e-08,0.010402190173044801,100.0,0.31336513459682463,90.0
211.0,2.44140625e-08,0.012160132080316544,100.0,0.31088718175888064,90.0
212.0,2.44140625e-08,0.009870547335594893,100.0,0.31443020403385163,90.0
213.0,2.44140625e-08,0.012482470506802202,100.0,0.3134580925107002,90.0
214.0,2.44140625e-08,0.01035167956724763,100.0,0.3111551642417908,90.0
215.0,2.44140625e-08,0.011506838537752629,100.0,0.31533674597740174,90.0
216.0,2.44140625e-08,0.011385926837101578,100.0,0.31577939391136167,90.0
217.0,2.44140625e-08,0.011781826615333557,100.0,0.3181085497140884,90.0
218.0,2.44140625e-08,0.010990595072507858,100.0,0.31326143741607665,90.0
219.0,2.44140625e-08,0.015547488536685704,100.0,0.31413642764091493,90.0
220.0,2.44140625e-08,0.011246801400557161,100.0,0.3138649731874466,90.0
221.0,1.220703125e-08,0.017571277683600783,100.0,0.31562819629907607,90.0
222.0,1.220703125e-08,0.01720135472714901,100.0,0.32008334398269656,90.0
223.0,1.220703125e-08,0.014789615012705325,100.0,0.3162823259830475,90.0
224.0,1.220703125e-08,0.008937622769735754,100.0,0.3159248322248459,90.0
225.0,1.220703125e-08,0.009756925236433744,100.0,0.3136828601360321,90.0
226.0,1.220703125e-08,0.013038273667916656,100.0,0.3134893611073494,90.0
227.0,1.220703125e-08,0.010345355421304703,100.0,0.31428261995315554,91.0
228.0,1.220703125e-08,0.008465058961883187,100.0,0.31268892288208006,90.0
229.0,1.220703125e-08,0.013474692311137914,100.0,0.3121199354529381,90.0
230.0,1.220703125e-08,0.01348181376233697,100.0,0.3118645191192627,90.0
231.0,1.220703125e-08,0.011971743404865265,100.0,0.31614611595869063,90.0
